ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-E549116C,"vpn client shows error 403 on macOS, blocking access to staging server",Incident,Network/VPN Connectivity Issue,P1-Critical,Team Lead,Customer Support,2025-08-06T05:32:48
TCK-809AC676,Zoom is throwing an exception on startup since since the reboot,Incident,Application Crash or Error,P2-High,Team Lead,Sales,2026-03-10T21:29:20
TCK-619C612E,"plz install WinSCP, required for run a report on current project",Service Request,Software Installation Request,P4-Low,Associate,Procurement,2025-03-14T15:14:03
TCK-F12B3EB7,"PowerBI freezes when i try to submit the deliverable, need this fixed",Incident,Application Crash or Error,P2-High,Senior Manager,Procurement,2025-11-27T03:21:58
TCK-DF5FE997,RFC for production release of Outlook v24.0 this sprint,Change Request,Application Deployment/Release,P3-Medium,Associate,Legal,2025-11-29T17:00:58
TCK-4AEBC61F,Requesting Lori be added as owner of Design DL,Service Request,Distribution List / Mailbox Request,P4-Low,Associate,QA,2026-09-06T17:59:49
TCK-842B0D25,RFC for production release of MS Teams v36.0 this sprint,Change Request,Application Deployment/Release,P2-High,Associate,Legal,2026-08-17T21:27:10
TCK-FCE69261,need firewall rule opened for port 2 to GitHub repo,Change Request,Firewall/Network Change,P1-Critical,Director,Finance,2026-06-19T11:16:01
TCK-2B4E7555,"Cant print from Zoom, other apps print fine",Incident,Printer Not Working,P2-High,Senior Manager,Data Science,2025-05-07T18:55:49
TCK-FAF847A8,"New hire joining Marketing on for the past 2 days, needs full IT setup",Admin,Employee Onboarding Setup,P2-High,Team Lead,Engineering,2025-11-26T20:52:43
TCK-C49C661F,need firewall rule opened for port 17 to client SFTP,Change Request,Firewall/Network Change,P2-High,Senior Associate,Data Science,2025-06-06T14:35:46
TCK-64770F26,"Git client crashes every time i start my shift, error code TLS_ERROR",Incident,Application Crash or Error,P1-Critical,Associate,Data Science,2026-05-17T09:06:53
TCK-6CA492EC,"laptop battery draining within 18 mins, needs replacement",Incident,Hardware Malfunction,P2-High,Associate,Customer Support,2026-08-05T12:50:52
TCK-74CE5FBB,"please grant access to build pipeline repo, approved by Cassidy",Service Request,Access/Permission Request,P2-High,Team Lead,Engineering,2026-08-07T04:26:03
TCK-A07AC5EC,need read/write access to client SFTP for Sales project,Service Request,Access/Permission Request,P3-Medium,Manager,Marketing,2025-03-17T12:03:44
TCK-16B05FFC,need enterprise license upgrade for Figma for 15 users,Service Request,Software License Request,P4-Low,Senior Associate,Legal,2026-01-08T02:11:26
TCK-3A7DD23D,requesting installation of Putty - approved by Sharon,Service Request,Software Installation Request,P3-Medium,Manager,Customer Support,2026-07-15T23:03:18
TCK-EF94F88C,Requesting Daniel be added as owner of Sales DL,Service Request,Distribution List / Mailbox Request,P3-Medium,Manager,Legal,2026-04-20T12:51:34
TCK-E9034B38,RFC for production release of Figma v45.0 this sprint,Change Request,Application Deployment/Release,P1-Critical,Manager,HR,2025-11-06T04:12:19
TCK-04985A59,need firewall rule opened for port 19 to prod database,Change Request,Firewall/Network Change,P2-High,Associate,Legal,2025-07-17T05:56:47
TCK-3F8E161A,Requesting installation of PowerBI - approved by Jennifer,Service Request,Software Installation Request,P3-Medium,Director,Finance,2025-03-11T12:12:06
TCK-92ED8154,"Please grant access to shared drive repo, approved by Rachel",Service Request,Access/Permission Request,P3-Medium,VP,Design,2025-08-05T03:50:32
TCK-B057E4A2,"Figma freezes when i try to run a report, need this fixed urgently, blocking a client deliverable",Incident,Application Crash or Error,P2-High,Associate,Engineering,2026-08-27T05:07:34
TCK-569DC676,RFC for production release of Outlook v35.0 this sprint,Change Request,Application Deployment/Release,P2-High,Senior Associate,Legal,2025-05-18T11:58:14
TCK-08880F15,Requesting additional Figma seat for new Sales hire,Service Request,Software Installation Request,P3-Medium,Associate,Legal,2026-06-28T02:16:08
TCK-BBE13C48,"please grant access to CRM repo, approved by John",Service Request,Access/Permission Request,P3-Medium,Associate,Customer Support,2026-07-01T10:54:48
TCK-7A71EC58,requesting additional PowerBI seat for new Procurement hire,Service Request,Software License Request,P3-Medium,Director,Sales,2026-03-07T16:46:10
TCK-022F7BB4,Need Figma installed on my laptop for Design work,Service Request,Software Installation Request,P4-Low,Senior Associate,Finance,2025-12-11T20:57:02
TCK-C337FE7B,need Salesforce installed on my laptop for DevOps work,Service Request,Software Installation Request,P4-Low,Director,Legal,2025-11-05T03:32:28
TCK-96100398,"Please install VS Code, required for start my shift on current project",Service Request,Software Installation Request,P2-High,Manager,HR,2025-12-13T01:28:29
TCK-6BFE5221,"Tableau crashes every time i export data, error code timeout-504",Incident,Application Crash or Error,P1-Critical,Senior Associate,HR,2026-01-18T05:27:10
TCK-5E17F423,Need enterprise license upgrade for Putty for 12 users,Service Request,Software License Request,P3-Medium,Team Lead,Customer Support,2025-08-03T15:42:50
TCK-8F2AF9FB,"Locked out of my account after 42 failed attempts,",Incident,Login/Authentication Failure,P2-High,Manager,Customer Support,2026-08-03T11:47:14
TCK-42CDE4D0,"please grant access to billing system repo, approved by Karl",Service Request,Access/Permission Request,P3-Medium,Associate,Sales,2026-02-15T06:58:23
TCK-91F65DEB,need Outlook installed on my laptop for Sales work,Service Request,Software Installation Request,P3-Medium,Team Lead,DevOps,2025-11-02T02:45:38
TCK-62990A54,need firewall rule opened for port 45 to staging server,Change Request,Firewall/Network Change,P3-Medium,Associate,DevOps,2025-10-23T19:44:31
TCK-6A892F22,Outlook is throwing an exception on startup since since the reboot,Incident,Application Crash or Error,P2-High,Senior Associate,HR,2025-08-08T23:19:35
TCK-2A8C4A04,need PowerBI installed on my laptop for Marketing work,Service Request,Software License Request,P4-Low,Team Lead,Legal,2025-10-24T05:21:18
TCK-D59DE97E,Requesting Michelle be added as owner of Sales DL,Service Request,Distribution List / Mailbox Request,P3-Medium,Senior Manager,DevOps,2025-07-29T17:45:49
TCK-1D74F27E,"PowerBI crashes every time i export data, error code 0x80070005",Incident,Application Crash or Error,P3-Medium,Team Lead,Data Science,2025-05-27T04:20:57
TCK-02CB68A7,"Laptop battery draining within 41 mins, needs replacement",Incident,Hardware Malfunction,P3-Medium,Team Lead,Sales,2025-10-08T23:52:39
TCK-FEE25104,"Need an external monitor for wfh setup, approved by Michelle",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Manager,Data Science,2026-08-04T14:50:03
TCK-3AA713D8,Requesting additional VS Code seat for new Data Science hire,Service Request,Software Installation Request,P4-Low,Associate,Data Science,2025-11-23T16:33:45
TCK-745D6B49,Need Salesforce installed on my laptop for Marketing work,Service Request,Software Installation Request,P4-Low,Team Lead,Engineering,2026-05-30T00:35:27
TCK-13CBFF18,"Can someone set up IntelliJ IDEA on my machine urgently, blocking a client deliverable",Service Request,Software Installation Request,P4-Low,Senior Manager,Sales,2026-06-19T00:49:34
TCK-8008E369,"requesting a new laptop, current one is 17 years old and slow",Service Request,New Hardware/Peripheral Request,P3-Medium,Associate,Data Science,2026-06-22T19:02:37
TCK-D16B1292,requesting installation of Putty - approved by Alison,Service Request,Software Installation Request,P4-Low,Senior Associate,Sales,2025-08-13T10:56:15
TCK-7ED4891A,need site-to-site vpn access to internal wiki for teh project,Service Request,VPN Access Setup,P2-High,Manager,Design,2025-03-24T05:11:35
TCK-27B86DAA,"WinSCP freezes when i try to run a report, need this fixed at the earliest",Incident,Application Crash or Error,P2-High,Senior Associate,Sales,2025-11-22T08:06:28
TCK-E53ADA1C,"Need an external monitor for wfh setup, approved by David",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Legal,2026-06-30T08:12:18
TCK-44F075B6,"Can someone set up Anaconda on my machine urgently, blocking a client deliverable",Service Request,Software Installation Request,P4-Low,Team Lead,Procurement,2025-11-09T01:30:16
TCK-E57C81A3,"Laptop battery draining within 38 mins, needs replacement",Incident,Hardware Malfunction,P4-Low,Associate,HR,2025-07-12T09:09:50
TCK-C52D56FA,RFC for production release of Excel v17.0 this sprint,Change Request,Application Deployment/Release,P2-High,Team Lead,Sales,2026-06-21T16:03:24
TCK-869C0928,"Locked out of my account after 19 failed attempts, today if possible",Incident,Login/Authentication Failure,P1-Critical,VP,Sales,2026-06-09T06:15:01
TCK-73501CC3,requesting additional IntelliJ IDEA seat for new DevOps hire,Service Request,Software License Request,P4-Low,Senior Manager,Marketing,2026-01-15T17:04:44
TCK-346B8816,Need enterprise license upgrade for Salesforce for 2 users,Service Request,Software License Request,P3-Medium,Associate,Legal,2025-08-16T21:30:40
TCK-2437BD77,Requesting deployment window for Docker Desktop hotfix,Change Request,Application Deployment/Release,P2-High,Associate,DevOps,2026-07-18T04:46:27
TCK-74CD3B3C,"offboarding: revoke internal wiki access for exiting team member urgently, blocking a client deliverable",Admin,Employee Offboarding/Asset Return,P1-Critical,Senior Manager,DevOps,2026-07-25T14:44:36
TCK-C1BC8DA0,RFC for production release of Postman v3.0 this sprint,Change Request,Application Deployment/Release,P2-High,Senior Associate,Customer Support,2026-04-26T01:15:19
TCK-7E6FAB00,need Tableau installed on my laptop for Marketing work,Service Request,Software Installation Request,P4-Low,Senior Manager,Procurement,2025-03-18T20:37:12
TCK-2F1442AB,raising change request to resize compute for CRM before this morning,Change Request,Server Configuration Change,P2-High,Senior Associate,Sales,2025-09-14T08:55:58
TCK-F3B59AA0,Can someone set up Figma on my machine asap,Service Request,Software Installation Request,P3-Medium,Senior Manager,Finance,2026-06-01T17:56:27
TCK-B2329FD5,requesting additional Excel seat for new Design hire,Service Request,Software License Request,P4-Low,Senior Associate,QA,2026-09-08T21:47:52
TCK-C5C38337,Offboarding: revoke analytics dashboard access for exiting team member asap,Admin,Employee Offboarding/Asset Return,P1-Critical,Senior Manager,QA,2026-02-15T13:30:27
TCK-AA2B4F3C,Excel is throwing an exception on startup since since the reboot,Incident,Application Crash or Error,P2-High,VP,Marketing,2025-08-28T04:15:26
TCK-5B2C9F16,"VS Code freezes when i try to open a file, need this fixed before EOD",Incident,Application Crash or Error,P1-Critical,Director,Marketing,2026-04-14T02:20:02
TCK-2899220C,"Hi, my VPN keeps disconnecting every 10 mins, can't submit the deliverable",Incident,Network/VPN Connectivity Issue,P3-Medium,Senior Associate,Design,2026-01-17T15:08:14
TCK-4B36155B,New joiner needs Salesforce + standard Finance toolset installed,Service Request,Software Installation Request,P3-Medium,Team Lead,Finance,2026-07-24T00:39:20
TCK-880F2E9F,"please grant access to staging server repo, approved by Crystal",Service Request,Access/Permission Request,P3-Medium,Associate,Customer Support,2025-08-24T14:23:42
TCK-1B967827,"Anaconda crashes every time i join the client call, error code 403",Incident,Application Crash or Error,P1-Critical,Manager,Finance,2025-11-25T08:38:23
TCK-1639E27B,"locked out of my account after 42 failed attempts, asap",Incident,Login/Authentication Failure,P2-High,Manager,QA,2025-10-08T14:09:41
TCK-ECE90CF7,"Please grant access to GitHub repo repo, approved by Katherine",Service Request,Access/Permission Request,P3-Medium,Manager,QA,2026-04-23T15:25:56
TCK-E26A8BB8,"please install PowerBI, required for submit the deliverable on current project",Service Request,Software Installation Request,P4-Low,Senior Manager,Finance,2026-03-05T02:58:30
TCK-22361F54,"Outlook crashes every time i submit the deliverable, error code 403",Incident,Application Crash or Error,P3-Medium,Associate,Data Science,2025-06-30T11:19:36
TCK-D3E9217D,"Please install Putty, required for start my shift on current project",Service Request,Software Installation Request,P4-Low,Team Lead,Data Science,2025-10-08T03:55:07
TCK-F2843C82,can someone set up Slack on my machine today if possible,Service Request,Software Installation Request,P2-High,Director,QA,2026-05-03T14:14:37
TCK-9D19A6AC,Need firewall rule opened for port 40 to analytics dashboard,Change Request,Firewall/Network Change,P3-Medium,Associate,HR,2026-02-22T22:21:27
TCK-0942E59C,"Vpn client shows error 403 on Windows 11, blocking access to Jira project",Incident,Network/VPN Connectivity Issue,P3-Medium,Senior Associate,Marketing,2026-03-17T18:44:38
TCK-AF7B84B8,Need enterprise license upgrade for Salesforce for 36 users,Service Request,Software License Request,P3-Medium,Associate,Customer Support,2025-03-13T17:10:08
TCK-D4C19DC4,Requesting installation of MS Teams - approved by Todd,Service Request,Software Installation Request,P3-Medium,Senior Associate,Design,2025-06-19T13:48:39
TCK-FA0EF12A,requesting Alan be added as owner of Marketing DL,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Associate,Marketing,2025-03-14T04:06:32
TCK-7979B5BA,Raising change request to resize compute for client SFTP before for the past 2 days,Change Request,Server Configuration Change,P3-Medium,Associate,Engineering,2026-01-23T15:17:57
TCK-68FE1688,Can someone set up Adobe Photoshop on my machine before EOD,Service Request,Software Installation Request,P4-Low,Senior Manager,Finance,2026-04-29T23:13:29
TCK-BD6542CD,"hi team, my VPN keeps disconnecting every 10 mins, can't submit the deliverable",Incident,Network/VPN Connectivity Issue,P2-High,Associate,HR,2026-02-17T00:22:56
TCK-33265187,"unable to open Postman, keeps saying 'application not responding'",Incident,Application Crash or Error,P2-High,Senior Manager,Sales,2026-04-16T06:53:36
TCK-4FB4C9E7,RFC for production release of SAP GUI v6.0 this sprint,Change Request,Application Deployment/Release,P3-Medium,Team Lead,Sales,2026-04-13T04:10:25
TCK-8868712F,Need Outlook installed on my laptop for Sales work,Service Request,Software Installation Request,P4-Low,Associate,Sales,2025-09-24T16:30:38
TCK-A6E67460,"need an external monitor for wfh setup, approved by Frank",Service Request,New Hardware/Peripheral Request,P4-Low,Manager,Design,2025-07-09T15:27:55
TCK-31D1AB75,New joiner needs Slack + standard Data Science toolset installed,Service Request,Software Installation Request,P4-Low,Senior Manager,Data Science,2026-07-11T16:06:16
TCK-CFA7379F,"hello, password reset email never arrived, checked spam urgently, blocking a client deliverable",Service Request,Password Reset,P2-High,Associate,Finance,2025-03-14T21:55:50
TCK-E277F131,"Need an external monitor for wfh setup, approved by Luis",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,DevOps,2025-09-09T10:28:46
TCK-35D64C5B,"hi, my VPN keeps disconnecting every 5 minutes, can't export data",Incident,Network/VPN Connectivity Issue,P2-High,Director,Procurement,2026-03-10T00:50:47
TCK-3E1E33C1,"Slack freezes when i try to join the client call, need this fixed urgently, blocking a client deliverable",Incident,Application Crash or Error,P2-High,Senior Associate,Procurement,2025-07-16T10:58:31
TCK-4279880F,"IntelliJ IDEA freezes when i try to join the client call, need this fixed",Incident,Application Crash or Error,P2-High,Senior Associate,Procurement,2025-07-26T05:08:09
TCK-73563BE6,Offboarding: revoke CRM access for exiting team member asap,Admin,Employee Offboarding/Asset Return,P2-High,Associate,Data Science,2025-12-05T12:33:22
TCK-E228409F,RFC for production release of Jira v17.0 this sprint,Change Request,Application Deployment/Release,P2-High,Team Lead,QA,2025-04-16T06:22:43
TCK-9CEDFD3F,"hello, my VPN keeps disconnecting every 5 minutes, can't run a report",Incident,Network/VPN Connectivity Issue,P2-High,Associate,QA,2025-11-06T22:31:02
TCK-1BCF3ACE,"can someone set up Figma on my machine urgently, blocking a client deliverable",Service Request,Software Installation Request,P3-Medium,Senior Manager,HR,2025-03-24T20:50:56
TCK-C9FD5A57,Salesforce is throwing an exception on startup since since last night,Incident,Application Crash or Error,P2-High,Associate,Sales,2026-07-18T00:18:23
TCK-629B404A,"Getting a white screen / blank page in IntelliJ IDEA, cleared cache already",Incident,Application Crash or Error,P2-High,Associate,Sales,2025-10-15T13:59:13
TCK-8631FCE4,"please grant access to client SFTP repo, approved by Michael",Service Request,Access/Permission Request,P3-Medium,Team Lead,Customer Support,2025-07-14T23:43:53
TCK-6BD06E6F,"Please grant access to build pipeline repo, approved by Shannon",Service Request,Access/Permission Request,P4-Low,Team Lead,Engineering,2026-07-02T14:27:33
TCK-F36517B6,"SAP GUI freezes when i try to run a report, need this fixed before EOD",Incident,Application Crash or Error,P3-Medium,Senior Associate,Legal,2026-02-12T00:57:36
TCK-AA20B998,Requesting installation of IntelliJ IDEA - approved by Kristen,Service Request,Software Installation Request,P4-Low,Senior Associate,Marketing,2025-09-24T14:04:44
TCK-B718FC00,"need an external monitor for wfh setup, approved by Wayne",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,Data Science,2025-06-14T16:20:06
TCK-6B48F011,"please grant access to build pipeline repo, approved by Courtney",Service Request,Access/Permission Request,P1-Critical,Director,QA,2025-06-08T12:35:29
TCK-815F49FF,"Please install Git client, required for run a report on current project",Service Request,Software Installation Request,P4-Low,Senior Associate,Customer Support,2025-03-27T11:34:23
TCK-8A60C554,New joiner needs Putty + standard Sales toolset installed,Service Request,Software Installation Request,P3-Medium,Manager,Procurement,2026-03-10T17:04:25
TCK-BCEEC130,Need firewall rule opened for port 43 to internal wiki,Change Request,Firewall/Network Change,P2-High,VP,Sales,2025-05-21T16:59:28
TCK-18F38BF8,"Git client crashes every time i join the client call, error code timeout-504",Incident,Application Crash or Error,P3-Medium,Associate,HR,2025-11-25T05:16:57
TCK-8FA8561B,requesting installation of Git client - approved by Jeremiah,Service Request,Software Installation Request,P4-Low,Associate,Data Science,2025-07-17T13:07:10
TCK-33A5C30A,please add me to teh Marketing distribution list,Service Request,Distribution List / Mailbox Request,P4-Low,Associate,QA,2026-07-02T10:23:55
TCK-C9AABF33,"Need an external monitor for wfh setup, approved by Rebecca",Service Request,New Hardware/Peripheral Request,P3-Medium,Associate,Legal,2026-03-03T06:42:20
TCK-71320F93,"New hire joining Data Science on this morning, needs full IT setup",Admin,Employee Onboarding Setup,P2-High,Director,Procurement,2026-01-15T20:37:28
TCK-62B7B605,requesting additional Outlook seat for new Design hire,Service Request,Software License Request,P2-High,Director,Legal,2026-02-16T12:36:19
TCK-4EDB0CB7,"Need an external monitor for wfh setup, approved by Aaron",Service Request,New Hardware/Peripheral Request,P4-Low,VP,HR,2025-11-20T12:13:16
TCK-3F4E7276,"Please install Putty, required for run a report on current project",Service Request,Software Installation Request,P2-High,Associate,HR,2026-07-07T18:52:41
TCK-525F8B98,"Vpn client shows error timeout-504 on Windows 11, blocking access to billing system",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Associate,QA,2026-03-22T10:06:56
TCK-9F99908C,need firewall rule opened for port 34 to CRM,Change Request,Firewall/Network Change,P2-High,Senior Associate,HR,2025-07-01T14:53:05
TCK-11F0DC48,Requesting Chad be added as owner of QA DL,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Associate,Customer Support,2025-08-05T03:37:25
TCK-8B62CB31,"Please install Salesforce, required for open a file on current project",Service Request,Software Installation Request,P4-Low,Manager,Procurement,2026-01-30T19:26:11
TCK-E2B85D7F,need Outlook installed on my laptop for HR work,Service Request,Software Installation Request,P4-Low,Associate,Procurement,2026-04-25T16:36:14
TCK-D575C6AF,Requesting installation of Slack - approved by Robin,Service Request,Software Installation Request,P3-Medium,Senior Associate,Marketing,2026-02-06T11:48:05
TCK-8451F20D,"RFC to rotate credentials/certificates on internal wiki urgently, blocking a client deliverable",Change Request,Server Configuration Change,P2-High,Manager,Marketing,2026-02-01T08:04:46
TCK-ECB90FA7,"Postman crashes every time i join the client call, error code DNS_PROBE_FAILED",Incident,Application Crash or Error,P2-High,Manager,Procurement,2025-03-31T07:03:13
TCK-46EC347D,"Vpn client shows error 500 on macOS, blocking access to billing system",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Associate,Design,2025-08-01T02:36:21
TCK-AFF99ECE,"New hire joining Marketing on this morning, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Senior Associate,DevOps,2025-05-24T17:50:59
TCK-45502456,requesting installation of Figma - approved by Samantha,Service Request,Software Installation Request,P4-Low,Associate,Finance,2025-04-17T03:13:37
TCK-0A26F82A,Need enterprise license upgrade for Excel for 19 users,Service Request,Software License Request,P4-Low,Senior Associate,QA,2026-01-21T23:37:36
TCK-EDFC2EF8,RFC for production release of Figma v27.0 this sprint,Change Request,Application Deployment/Release,P3-Medium,Team Lead,Engineering,2025-10-10T13:42:03
TCK-632DA3A1,need SAP GUI installed on my laptop for Finance work,Service Request,Software License Request,P3-Medium,Team Lead,Data Science,2026-08-27T01:13:43
TCK-A498B19F,need firewall rule opened for port 20 to prod database,Change Request,Firewall/Network Change,P2-High,Team Lead,Finance,2026-05-27T17:51:46
TCK-C878DEFB,"Tableau freezes when i try to start my shift, need this fixed",Incident,Application Crash or Error,P1-Critical,Team Lead,Finance,2025-10-04T22:49:44
TCK-36D8DF07,Need firewall rule opened for port 45 to staging server,Change Request,Firewall/Network Change,P2-High,Director,Marketing,2026-06-21T23:54:23
TCK-8BBD76D6,New joiner needs WinSCP + standard Sales toolset installed,Service Request,Software Installation Request,P4-Low,Senior Manager,HR,2025-08-18T16:47:15
TCK-2512D22F,Requesting deployment window for Outlook hotfix,Change Request,Application Deployment/Release,P2-High,Associate,Marketing,2026-06-04T15:59:57
TCK-0AFDAAB2,Requesting Danielle be added as owner of Finance DL,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Associate,Customer Support,2025-04-25T02:35:00
TCK-279D7B10,"Postman freezes when i try to join the client call, need this fixed at the earliest",Incident,Application Crash or Error,P2-High,Team Lead,Marketing,2026-02-14T04:10:16
TCK-89D6658F,Requesting Morgan be added as owner of Procurement DL,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Associate,Customer Support,2026-08-13T08:16:22
TCK-F52A5219,requesting elevated access to CRM to debug prod issue today if possible,Service Request,Access/Permission Request,P2-High,Senior Associate,DevOps,2025-04-29T03:38:09
TCK-DF45DD00,"Hello, my VPN keeps disconnecting every 10 mins, can't export data",Incident,Network/VPN Connectivity Issue,P2-High,Associate,Data Science,2025-04-25T00:42:21
TCK-CA06308E,requesting approval to add new column to analytics dashboard schema today if possible,Change Request,Database Schema/Deployment Change,P2-High,Senior Manager,Sales,2025-09-02T04:49:46
TCK-570B6F24,Need read/write access to shared drive for Sales project,Service Request,Access/Permission Request,P2-High,Senior Associate,HR,2025-06-29T12:00:15
TCK-C1ADDB6C,"need an external monitor for wfh setup, approved by Heather",Service Request,New Hardware/Peripheral Request,P4-Low,Team Lead,Finance,2025-04-02T12:50:19
TCK-FA42A4DF,"please grant access to staging server repo, approved by Cameron",Service Request,VPN Access Setup,P1-Critical,Associate,QA,2025-04-26T14:33:47
TCK-8BDADF7E,Need Git client installed on my laptop for Design work,Service Request,Software Installation Request,P4-Low,Senior Manager,Marketing,2025-08-23T01:29:22
TCK-04893EB8,New joiner needs Zoom + standard Marketing toolset installed,Service Request,Software License Request,P4-Low,Associate,Procurement,2026-05-25T11:21:03
TCK-62D72ED2,"Putty crashes every time i export data, error code timeout-504",Incident,Application Crash or Error,P2-High,Team Lead,QA,2025-10-24T13:29:03
TCK-98ACC191,"Locked out of my account after 4 failed attempts, before EOD",Incident,Login/Authentication Failure,P2-High,VP,HR,2026-08-07T12:06:12
TCK-C6E1C1D0,"please grant access to GitHub repo repo, approved by Stephanie",Service Request,Access/Permission Request,P3-Medium,Manager,Procurement,2025-10-03T17:43:41
TCK-0A8D1787,"laptop battery draining within 29 mins, needs replacement",Incident,Hardware Malfunction,P2-High,Manager,Marketing,2025-08-30T11:24:48
TCK-A0AA37A7,need read/write access to internal wiki for Procurement project,Service Request,Access/Permission Request,P2-High,Associate,Design,2025-05-25T22:45:21
TCK-BF9CCFD4,"requesting deployment window for Jira hotfix urgently, blocking a client deliverable",Change Request,Application Deployment/Release,P2-High,Team Lead,Legal,2026-07-11T13:29:26
TCK-19634776,Need read/write access to prod database for Sales project,Service Request,Access/Permission Request,P3-Medium,Associate,HR,2025-10-07T08:41:49
TCK-F44E252B,Requesting deployment window for SAP GUI hotfix at the earliest,Change Request,Application Deployment/Release,P2-High,Senior Associate,HR,2026-02-16T05:46:55
TCK-CDB843C7,"hello, my VPN keeps disconnecting every hour, can't export data",Incident,Network/VPN Connectivity Issue,P2-High,Senior Associate,Design,2025-12-24T05:44:56
TCK-D3F32110,new joiner needs Outlook + standard Sales toolset installed,Service Request,Software Installation Request,P4-Low,Associate,Data Science,2026-05-03T15:46:23
TCK-C5874D12,"please install Anaconda, required for submit the deliverable on current project",Service Request,Software Installation Request,P4-Low,Director,Engineering,2026-03-21T01:09:02
TCK-BAE7C641,Requesting David be added as owner of Marketing DL,Service Request,Distribution List / Mailbox Request,P4-Low,Associate,DevOps,2025-12-11T17:59:19
TCK-D4189102,Need read/write access to shared drive for Data Science project,Service Request,VPN Access Setup,P2-High,Senior Associate,HR,2026-04-23T19:36:11
TCK-675C1EBF,New joiner needs Postman + standard Marketing toolset installed,Service Request,Software Installation Request,P4-Low,Team Lead,Sales,2025-06-16T05:35:42
TCK-1858E9D1,raising change request to resize compute for Jira project before after the last update,Change Request,Server Configuration Change,P2-High,Associate,Design,2026-04-04T17:00:40
TCK-4D040B7B,need Putty installed on my laptop for HR work,Service Request,Software Installation Request,P3-Medium,Associate,Finance,2025-06-29T05:27:49
TCK-434F200D,requesting installation of Tableau - approved by David,Service Request,Software Installation Request,P4-Low,Associate,Design,2026-01-12T12:42:57
TCK-2C4BA346,"please grant access to client SFTP repo, approved by Daniel",Service Request,Access/Permission Request,P2-High,Associate,Sales,2025-09-05T01:27:33
TCK-779B7665,"requesting deployment window for Git client hotfix urgently, blocking a client deliverable",Change Request,Application Deployment/Release,P2-High,Associate,Engineering,2026-06-17T02:24:48
TCK-2D5F4A44,need firewall rule opened for port 1 to build pipeline,Change Request,Firewall/Network Change,P2-High,Senior Associate,Design,2025-08-27T10:57:54
TCK-85603125,Requesting deployment window for PowerBI hotfix asap,Change Request,Application Deployment/Release,P2-High,Team Lead,Marketing,2025-08-24T20:07:20
TCK-BDFD35BD,RFC for production release of Postman v19.0 this sprint,Change Request,Application Deployment/Release,P2-High,Team Lead,Design,2025-10-23T06:38:59
TCK-4205A7EB,"Locked out of my account after 18 failed attempts, urgently, blocking a client deliverable",Incident,Login/Authentication Failure,P2-High,Associate,Customer Support,2025-09-07T11:27:55
TCK-FB78C3FA,"Adobe Photoshop crashes every time i run a report, error code TLS_ERROR",Incident,Application Crash or Error,P1-Critical,Associate,HR,2025-04-16T19:02:54
TCK-21A07FE5,"Excel crashes every time i push code, error code TLS_ERROR",Incident,Application Crash or Error,P3-Medium,Senior Associate,DevOps,2025-07-14T04:26:32
TCK-AEFF76D3,"vpn client shows error timeout-504 on Windows 11, blocking access to prod database",Incident,Network/VPN Connectivity Issue,P2-High,Team Lead,Customer Support,2026-02-08T16:02:00
TCK-291B526E,requesting additional PowerBI seat for new Sales hire,Service Request,Software License Request,P3-Medium,Team Lead,Sales,2026-04-20T01:05:17
TCK-522E38D2,"Need an external monitor for wfh setup, approved by Carol",Service Request,New Hardware/Peripheral Request,P3-Medium,Associate,Finance,2025-12-12T17:56:51
TCK-5CA6CDA7,"new hire joining Marketing on since the reboot, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Manager,HR,2026-04-12T12:18:05
TCK-36869F80,can someone set up Docker Desktop on my machine at the earliest,Service Request,Software Installation Request,P3-Medium,Senior Associate,Design,2025-09-16T17:04:44
TCK-C1B02964,Requesting deployment window for Zoom hotfix,Change Request,Application Deployment/Release,P2-High,Team Lead,HR,2026-04-02T23:00:41
TCK-AEFAC57A,need enterprise license upgrade for Slack for 17 users,Service Request,Software License Request,P3-Medium,Manager,Marketing,2026-04-20T10:28:32
TCK-CAD49E38,new joiner needs VS Code + standard Design toolset installed,Service Request,Software Installation Request,P3-Medium,Team Lead,Finance,2025-09-15T00:06:30
TCK-B0FF101A,Need read/write access to GitHub repo for Finance project,Service Request,Access/Permission Request,P2-High,Manager,Marketing,2025-09-28T06:41:36
TCK-65601ECE,requesting additional MS Teams seat for new QA hire,Service Request,Software License Request,P4-Low,Associate,Procurement,2026-08-18T07:24:04
TCK-6A8B538B,"need an external monitor for wfh setup, approved by Sara",Service Request,New Hardware/Peripheral Request,P3-Medium,Associate,Engineering,2026-04-04T21:17:27
