ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-5D918369,Need firewall rule opened for port 45 to prod database,Change Request,Firewall/Network Change,P2-High,Associate,Legal,2026-01-06T21:30:35
TCK-5FB86620,Raising change request to resize compute for build pipeline before since the reboot,Change Request,Server Configuration Change,P3-Medium,Senior Associate,HR,2025-06-17T10:03:17
TCK-972EC6EE,RFC to rotate credentials/certificates on client SFTP today if possible,Change Request,Server Configuration Change,P2-High,Senior Associate,Engineering,2025-05-17T08:23:20
TCK-EE1A7321,"Salesforce freezes when i try to start my shift, need this fixed asap",Incident,Application Crash or Error,P2-High,Manager,Customer Support,2025-05-30T04:55:05
TCK-C1755858,Need enterprise license upgrade for Figma for 32 users,Service Request,Software License Request,P4-Low,Manager,Finance,2026-08-14T23:27:21
TCK-3F22E449,need MS Teams installed on my laptop for Customer Support work,Service Request,Software Installation Request,P1-Critical,VP,Marketing,2026-03-27T13:13:53
TCK-9A582A1C,"MS Teams freezes when i try to start my shift, need this fixed",Incident,Application Crash or Error,P2-High,Senior Associate,QA,2026-02-07T07:35:04
TCK-E07D579B,Requesting installation of IntelliJ IDEA - approved by David,Service Request,Software Installation Request,P4-Low,Manager,HR,2025-10-28T13:48:56
TCK-CF91307D,"My VPN keeps disconnecting every 10 mins, can't submit the deliverable",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Associate,DevOps,2025-07-19T22:37:18
TCK-9B1ADD55,Requesting Donald be added as owner of Data Science DL,Service Request,Distribution List / Mailbox Request,P4-Low,VP,Customer Support,2026-01-01T03:26:32
TCK-2180CDEE,RFC for production release of Tableau v28.0 this sprint,Change Request,Application Deployment/Release,P1-Critical,Manager,DevOps,2025-05-05T00:59:05
TCK-8A122E69,"Need an external monitor for wfh setup, approved by Patrick",Service Request,New Hardware/Peripheral Request,P4-Low,Director,Legal,2026-07-03T00:28:53
TCK-1B060C34,requesting deployment window for PowerBI hotfix before EOD,Change Request,Application Deployment/Release,P2-High,Manager,HR,2025-12-31T03:51:36
TCK-AF2E8A52,need Postman installed on my laptop for Design work,Service Request,Software Installation Request,P3-Medium,Associate,Legal,2025-10-10T23:02:20
TCK-30DF2B98,"Hello, my VPN keeps disconnecting every 5 minutes, can't open a file",Incident,Network/VPN Connectivity Issue,P1-Critical,Manager,Sales,2026-05-04T16:20:26
TCK-D1FA5F5E,"Requesting deployment window for Anaconda hotfix urgently, blocking a client deliverable",Change Request,Application Deployment/Release,P1-Critical,Senior Associate,Data Science,2026-09-05T19:28:03
TCK-E452A45B,Requesting installation of Figma - approved by Stephen,Service Request,Software Installation Request,P4-Low,Director,Customer Support,2026-04-20T00:17:51
TCK-868383ED,Need firewall rule opened for port 24 to GitHub repo,Change Request,Firewall/Network Change,P3-Medium,Senior Associate,HR,2025-11-15T11:29:21
TCK-2D6657E9,"Locked out of my account after 47 failed attempts, urgently, blocking a client deliverable",Incident,Login/Authentication Failure,P1-Critical,Associate,Marketing,2025-09-19T19:30:37
TCK-7411A66C,"vpn client shows error 0x80070005 on Windows 11, blocking access to CRM",Incident,Network/VPN Connectivity Issue,P2-High,Manager,Sales,2025-08-21T12:10:33
TCK-254D00C5,need enterprise license upgrade for Putty for 36 users,Service Request,Software License Request,P4-Low,Associate,Marketing,2025-11-21T12:05:45
TCK-A7F5C1F4,"please grant access to staging server repo, approved by Sierra",Service Request,Access/Permission Request,P3-Medium,Associate,DevOps,2025-03-25T21:11:07
TCK-F146037F,need Figma installed on my laptop for QA work,Service Request,Software Installation Request,P4-Low,Associate,Sales,2026-02-09T16:39:09
TCK-3186E237,"Putty freezes when i try to export data, need this fixed at the earliest",Incident,Application Crash or Error,P3-Medium,Associate,Data Science,2025-05-09T09:42:18
TCK-BB1723CB,RFC for production release of Excel v32.0 this sprint,Change Request,Application Deployment/Release,P2-High,Senior Associate,DevOps,2025-06-27T18:56:56
TCK-14A84FA8,need read/write access to Jira project for Legal project,Service Request,Access/Permission Request,P3-Medium,Manager,HR,2025-10-16T05:35:54
TCK-BC124771,need read/write access to analytics dashboard for Marketing project,Service Request,Access/Permission Request,P3-Medium,Associate,Engineering,2025-11-17T13:50:18
TCK-5E4D350B,need enterprise license upgrade for Docker Desktop for 4 users,Service Request,Software License Request,P4-Low,Associate,Finance,2026-06-13T10:04:45
TCK-0F9AFE9D,"Please grant access to shared drive repo, approved by Gregory",Service Request,Access/Permission Request,P3-Medium,Manager,Customer Support,2025-12-28T16:22:42
TCK-43783D3B,"Locked out of my account after 40 failed attempts,",Incident,Login/Authentication Failure,P3-Medium,Senior Associate,Procurement,2025-04-19T09:47:05
TCK-9C613E6D,Requesting approval to add new column to build pipeline schema,Change Request,Database Schema/Deployment Change,P3-Medium,Associate,HR,2025-05-31T20:56:19
TCK-14FD04B1,"Tableau crashes every time i start my shift, error code timeout-504",Incident,Application Crash or Error,P4-Low,Associate,Finance,2026-07-25T20:34:15
TCK-BB939B83,"Our team's Tableau license renewal is due, plz process",Service Request,Software License Request,P4-Low,Senior Manager,Procurement,2025-08-02T09:41:33
TCK-3FEAFA6B,Requesting installation of Zoom - approved by Chelsea,Service Request,Software Installation Request,P4-Low,Team Lead,QA,2026-02-09T23:47:35
TCK-D44EDBC6,"Please grant access to internal wiki repo, approved by Thomas",Service Request,Access/Permission Request,P2-High,Team Lead,Procurement,2025-09-10T15:24:51
TCK-E444DA4A,"Please install Jira, required for join the client call on current project",Service Request,Software Installation Request,P3-Medium,Team Lead,Customer Support,2026-01-22T10:01:47
TCK-E3BE5AB1,need enterprise license upgrade for Tableau for 38 users,Service Request,Software License Request,P1-Critical,Senior Manager,Customer Support,2026-09-08T21:09:39
TCK-19D0D100,"Requesting deployment window for Slack hotfix urgently, blocking a client deliverable",Change Request,Application Deployment/Release,P2-High,Senior Associate,Customer Support,2026-06-05T05:58:55
TCK-140BEE50,Requesting approval to add new column to prod database schema today if possible,Change Request,Database Schema/Deployment Change,P2-High,Team Lead,Data Science,2025-06-02T14:29:25
TCK-0374FAF6,"Tableau crashes every time i join the client call, error code 403",Incident,Application Crash or Error,P2-High,Senior Associate,Design,2026-09-07T10:20:48
TCK-1AD759B4,Can someone set up Slack on my machine today if possible,Service Request,Software Installation Request,P4-Low,Associate,Procurement,2026-05-13T07:25:12
TCK-248D5220,"New hire joining Engineering on for the past 2 days, needs full IT setup",Admin,Employee Onboarding Setup,P4-Low,Senior Associate,Sales,2026-08-08T12:46:31
TCK-10EB1C76,requesting Justin be added as owner of DevOps DL,Service Request,Distribution List / Mailbox Request,P1-Critical,Manager,Design,2026-05-14T10:56:37
TCK-33BF5DB8,"Hello, my VPN keeps disconnecting every 10 mins, can't run a report",Incident,Network/VPN Connectivity Issue,P4-Low,Associate,Data Science,2026-02-10T17:51:31
TCK-45D189E3,new joiner needs Putty + standard Engineering toolset installed,Service Request,Software Installation Request,P3-Medium,Manager,Finance,2026-09-04T22:37:15
TCK-9CE7E442,Requesting installation of Slack - approved by David,Service Request,Software Installation Request,P3-Medium,Associate,HR,2025-04-29T04:10:29
TCK-CE95B59D,Need a docking station for teh Data Science team's new hires,Service Request,New Hardware/Peripheral Request,P4-Low,Team Lead,Marketing,2025-10-13T02:55:38
TCK-DD10E7B2,need Putty installed on my laptop for Data Science work,Service Request,Software Installation Request,P3-Medium,Team Lead,QA,2026-06-17T08:09:47
TCK-7ED7A865,"Please install PowerBI, required for run a report on current project",Service Request,Software Installation Request,P3-Medium,Associate,HR,2025-07-04T08:46:26
TCK-2328C5AD,Requesting approval to add new column to shared drive schema asap,Change Request,Server Configuration Change,P1-Critical,Senior Manager,HR,2026-07-18T22:31:09
TCK-19CF2BCA,"Vpn client shows error 0x8007045 on Windows 11, blocking access to internal wiki",Incident,Network/VPN Connectivity Issue,P2-High,Associate,QA,2026-01-23T07:56:20
TCK-36371682,"Our team's Salesforce license renewal is due, please process",Service Request,Software License Request,P2-High,Senior Manager,Sales,2025-08-09T22:52:35
TCK-24BA43BE,need enterprise license upgrade for Postman for 4 users,Service Request,Software License Request,P4-Low,Associate,HR,2026-01-15T12:37:58
TCK-5552F652,"Plz install Figma, required for push code on current project",Service Request,Software Installation Request,P4-Low,Team Lead,Finance,2026-08-26T01:41:10
TCK-2293855B,need read/write access to build pipeline for Data Science project,Service Request,Access/Permission Request,P2-High,Team Lead,QA,2025-09-04T12:57:00
TCK-FE25970C,requesting Anthony be added as owner of Finance DL,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Manager,Marketing,2026-01-20T03:22:18
TCK-657271E0,requesting deployment window for SAP GUI hotfix at the earliest,Change Request,Application Deployment/Release,P2-High,Senior Associate,Design,2025-10-11T14:09:03
TCK-5EF2D158,"Locked out of my account after 29 failed attempts, today if possible",Incident,Login/Authentication Failure,P2-High,Senior Associate,Design,2025-10-12T22:29:45
TCK-430E85BE,Requesting additional Salesforce seat for new Sales hire,Service Request,Software License Request,P3-Medium,Manager,Finance,2025-03-22T11:54:18
TCK-EF4FCB54,can someone set up Tableau on my machine before EOD,Service Request,Software Installation Request,P3-Medium,Senior Manager,QA,2025-06-14T21:15:03
TCK-E403DC94,"requesting a new laptop, current one is 23 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Manager,Customer Support,2025-05-09T14:23:50
TCK-6F823E48,"cant print from IntelliJ IDEA, other apps print fine",Incident,Printer Not Working,P3-Medium,Senior Associate,Procurement,2026-05-27T14:49:50
TCK-C7E1B8D9,"Plz grant access to Jira project repo, approved by Tracey",Service Request,Access/Permission Request,P3-Medium,Associate,Finance,2025-05-28T02:20:04
TCK-4A69BFF6,"laptop battery draining within 5 mins, needs replacement",Incident,Hardware Malfunction,P2-High,Associate,Data Science,2026-06-16T23:18:33
TCK-8A8E40EC,can someone set up Outlook on my machine before EOD,Service Request,Software Installation Request,P4-Low,Associate,Legal,2025-05-29T08:01:28
TCK-628F0F2A,"SAP GUI crashes every time i run a report, error code 0x8007045",Incident,Application Crash or Error,P2-High,Associate,Finance,2025-03-27T00:03:38
TCK-EE57B704,raising change request to resize compute for analytics dashboard before this morning,Change Request,Server Configuration Change,P2-High,Team Lead,DevOps,2026-08-16T00:49:08
TCK-07D02BAC,Need firewall rule opened for port 44 to staging server,Change Request,Firewall/Network Change,P1-Critical,Manager,QA,2026-04-22T21:11:39
TCK-7EF24303,New joiner needs Tableau + standard Marketing toolset installed,Service Request,Software Installation Request,P1-Critical,VP,DevOps,2025-06-28T14:13:26
TCK-997DE52D,"MS Teams crashes every time i push code, error code TLS_ERROR",Incident,Application Crash or Error,P3-Medium,Associate,Customer Support,2026-09-06T22:23:00
TCK-ADA733E4,"Please grant access to analytics dashboard repo, approved by Thomas",Service Request,Access/Permission Request,P3-Medium,Manager,HR,2026-04-14T14:08:23
TCK-D48BEC94,need firewall rule opened for port 10 to CRM,Change Request,Firewall/Network Change,P2-High,Manager,Legal,2026-03-11T18:38:58
TCK-4462FB84,RFC for production release of PowerBI v46.0 this sprint,Change Request,Application Deployment/Release,P2-High,Associate,Legal,2025-12-18T03:47:03
TCK-1F8DE670,Can someone set up Jira on my machine,Service Request,Software Installation Request,P4-Low,Senior Associate,HR,2026-05-31T07:10:07
TCK-51379E23,new joiner needs Excel + standard Legal toolset installed,Service Request,Software Installation Request,P4-Low,Associate,DevOps,2025-06-04T16:59:32
TCK-F7326EFC,need enterprise license upgrade for MS Teams for 37 users,Service Request,Software License Request,P3-Medium,Team Lead,DevOps,2025-12-04T01:21:07
TCK-4DA65870,RFC for production release of Tableau v5.0 this sprint,Change Request,Application Deployment/Release,P3-Medium,Associate,Customer Support,2025-08-04T11:56:55
TCK-225987A5,requesting elevated access to billing system to debug prod issue today if possible,Service Request,Access/Permission Request,P2-High,Senior Associate,Data Science,2026-08-04T07:22:58
TCK-536F5F11,Requesting additional Git client seat for new Sales hire,Service Request,Software License Request,P2-High,Team Lead,Engineering,2026-01-02T01:25:08
TCK-DD319B7B,"need an external monitor for wfh setup, approved by Robert",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,Finance,2026-06-23T01:12:38
TCK-8ED260D2,"vpn client shows error 0x80070005 on Linux, blocking access to client SFTP",Incident,Network/VPN Connectivity Issue,P2-High,Director,QA,2025-03-24T15:09:03
TCK-1BEBC2CB,offboarding: revoke build pipeline access for exiting team member asap,Admin,Employee Offboarding/Asset Return,P2-High,Team Lead,Design,2026-03-15T06:29:39
TCK-52D9B552,requesting additional Figma seat for new HR hire,Service Request,Software License Request,P4-Low,Manager,Customer Support,2025-05-25T01:39:12
TCK-42EF4D39,"please install Excel, required for start my shift on current project",Service Request,Software Installation Request,P2-High,Team Lead,Customer Support,2026-05-18T21:29:53
TCK-56E20AF5,RFC for production release of Jira v31.0 this sprint,Change Request,Application Deployment/Release,P2-High,Senior Associate,HR,2025-06-01T10:56:24
TCK-FCF54857,Requesting Katie be added as owner of Marketing DL,Service Request,Distribution List / Mailbox Request,P4-Low,Associate,Sales,2026-04-30T12:57:44
TCK-4FDB50D8,requesting installation of Anaconda - approved by David,Service Request,Software Installation Request,P4-Low,Associate,Design,2026-05-08T04:20:00
TCK-7E671E9C,requesting additional Slack seat for new Finance hire,Service Request,Software License Request,P4-Low,Associate,DevOps,2025-05-27T15:52:07
TCK-3DA11DA3,need firewall rule opened for port 33 to staging server,Change Request,Firewall/Network Change,P1-Critical,Senior Manager,Customer Support,2026-05-19T20:15:15
TCK-E2F8A1D8,"please grant access to CRM repo, approved by Katelyn",Service Request,Access/Permission Request,P2-High,Manager,Data Science,2026-04-04T23:50:04
TCK-28F839E0,requesting deployment window for Excel hotfix today if possible,Change Request,Application Deployment/Release,P3-Medium,Associate,DevOps,2026-08-14T23:14:00
TCK-92C01E55,"Please install Tableau, required for export data on current project",Service Request,Software Installation Request,P3-Medium,Team Lead,Marketing,2025-09-02T18:29:21
TCK-3ECCBE12,"please grant access to billing system repo, approved by Luis",Service Request,Access/Permission Request,P2-High,Manager,HR,2025-11-27T05:19:07
TCK-DC0B3D84,RFC for production release of IntelliJ IDEA v48.0 this sprint,Change Request,Application Deployment/Release,P2-High,Senior Manager,Sales,2026-02-03T22:03:06
TCK-2BFC0989,Need Adobe Photoshop installed on my laptop for Procurement work,Service Request,Software Installation Request,P4-Low,VP,DevOps,2026-05-23T11:22:11
TCK-6A6823A6,RFC for production release of Adobe Photoshop v39.0 this sprint,Change Request,Application Deployment/Release,P2-High,Associate,Design,2026-06-13T22:00:13
TCK-A88CA99A,"Please grant access to shared drive repo, approved by Juan",Service Request,Access/Permission Request,P2-High,Senior Manager,Marketing,2026-03-21T09:10:03
TCK-0CDDC97D,"Locked out of my account after 22 failed attempts, asap",Incident,Login/Authentication Failure,P2-High,Team Lead,Marketing,2025-07-01T19:02:53
TCK-3D10C46E,Need enterprise license upgrade for Slack for 33 users,Service Request,Software License Request,P3-Medium,Manager,Data Science,2026-06-11T18:03:13
TCK-7D572E77,RFC for production release of Anaconda v45.0 this sprint,Change Request,Application Deployment/Release,P1-Critical,Senior Associate,Engineering,2026-02-28T14:50:33
TCK-CA12A7B3,"Locked out of my account after 2 failed attempts, at the earliest",Incident,Login/Authentication Failure,P2-High,Manager,Procurement,2025-10-26T12:26:03
TCK-06741214,requesting approval to add new column to shared drive schema today if possible,Change Request,Database Schema/Deployment Change,P3-Medium,Manager,HR,2025-09-06T05:16:45
TCK-E0FF4D4A,"Outlook crashes every time i export data, error code timeout-504",Incident,Application Crash or Error,P2-High,Associate,Customer Support,2026-09-01T11:06:51
TCK-59B16087,"Need an external monitor for wfh setup, approved by Christina",Service Request,New Hardware/Peripheral Request,P3-Medium,Associate,Sales,2025-05-23T19:23:16
TCK-069595F9,Requesting Caroline be added as owner of Finance DL,Service Request,Distribution List / Mailbox Request,P3-Medium,Team Lead,QA,2025-06-24T04:03:10
TCK-C48A60D2,Need enterprise license upgrade for Git client for 31 users,Service Request,Software License Request,P3-Medium,Associate,Engineering,2025-05-20T23:39:49
TCK-82AB424F,Requesting elevated access to internal wiki to debug prod issue before EOD,Service Request,Access/Permission Request,P2-High,Team Lead,Data Science,2025-12-17T16:40:11
TCK-E1003DEF,Requesting deployment window for MS Teams hotfix asap,Change Request,Application Deployment/Release,P2-High,Team Lead,Customer Support,2025-05-27T08:38:58
TCK-26D8E7D8,requesting installation of Tableau - approved by Andrew,Service Request,Software Installation Request,P4-Low,Team Lead,Design,2026-06-09T06:33:13
TCK-CCB8E4FF,Requesting additional Excel seat for new Marketing hire,Service Request,Software License Request,P4-Low,Associate,Legal,2025-12-03T21:13:50
TCK-87D00DFD,requesting additional MS Teams seat for new DevOps hire,Service Request,Software Installation Request,P4-Low,Associate,Legal,2026-06-23T04:53:02
TCK-1669A04E,Need firewall rule opened for port 11 to internal wiki,Change Request,Firewall/Network Change,P2-High,Senior Associate,Finance,2025-10-21T15:52:22
TCK-ECF91847,Need enterprise license upgrade for Slack for 7 users,Service Request,Software License Request,P3-Medium,Associate,Engineering,2026-08-16T20:49:23
TCK-BC84F5C6,RFC for production release of WinSCP v17.0 this sprint,Change Request,Application Deployment/Release,P2-High,Team Lead,Data Science,2025-12-03T11:20:16
TCK-8CB55114,need firewall rule opened for port 3 to Jira project,Change Request,Firewall/Network Change,P1-Critical,Team Lead,Marketing,2025-07-29T17:19:36
TCK-F57D779C,"Please grant access to staging server repo, approved by Angela",Service Request,Access/Permission Request,P3-Medium,Associate,Data Science,2026-09-09T08:02:16
TCK-63B0E209,need firewall rule opened for port 27 to shared drive,Change Request,Firewall/Network Change,P2-High,Team Lead,Engineering,2026-03-19T17:38:16
TCK-A702B3AA,"need an external monitor for wfh setup, approved by Eileen",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Manager,Legal,2026-07-12T19:29:37
TCK-EB43CF56,requesting additional IntelliJ IDEA seat for new QA hire,Service Request,Software License Request,P4-Low,Associate,HR,2025-04-02T01:46:19
TCK-C0B6CF37,Need firewall rule opened for port 24 to staging server,Change Request,Firewall/Network Change,P2-High,Associate,Customer Support,2025-12-24T22:49:33
TCK-240EEF1B,"Postman freezes when i try to submit the deliverable, need this fixed",Incident,Application Crash or Error,P2-High,Senior Associate,HR,2026-04-05T04:38:59
TCK-DCE15CBF,offboarding: revoke staging server access for exiting team member before EOD,Admin,Employee Offboarding/Asset Return,P3-Medium,Associate,Marketing,2026-04-08T11:24:11
TCK-D0A28388,raising change request to resize compute for shared drive before since last night,Change Request,Server Configuration Change,P2-High,Senior Manager,QA,2025-05-26T14:31:43
TCK-B0012871,"requesting a new laptop, current one is 47 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,Design,2026-02-09T19:34:14
TCK-50D5C3EF,Requesting approval to add new column to billing system schema today if possible,Change Request,Database Schema/Deployment Change,P2-High,Senior Associate,Procurement,2025-07-04T15:18:00
TCK-BD3E4C3C,Need firewall rule opened for port 39 to build pipeline,Change Request,Firewall/Network Change,P2-High,Senior Manager,Finance,2026-02-20T03:48:32
TCK-240DAE24,Requesting Michele be added as owner of Sales DL,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Associate,QA,2025-07-03T11:14:15
TCK-5EF20280,"Requesting elevated access to CRM to debug prod issue urgently, blocking a client deliverable",Service Request,Access/Permission Request,P3-Medium,Team Lead,Data Science,2025-06-08T00:46:48
TCK-1ECA6819,Need enterprise license upgrade for IntelliJ IDEA for 31 users,Service Request,Software License Request,P4-Low,VP,Engineering,2026-05-28T23:42:12
TCK-0E79FB5C,Requesting installation of Putty - approved by Clayton,Service Request,Software Installation Request,P4-Low,Senior Associate,Finance,2026-03-01T02:07:24
TCK-65FFC443,"SAP GUI crashes every time i submit the deliverable, error code 500",Incident,Application Crash or Error,P2-High,Senior Associate,Customer Support,2026-01-14T23:30:27
TCK-27574279,"Unable to connect to office VPN since for the past 2 days, missing deadline",Incident,Network/VPN Connectivity Issue,P2-High,Senior Associate,Legal,2025-08-14T12:24:09
TCK-2F206685,New joiner needs Figma + standard QA toolset installed,Service Request,Software Installation Request,P3-Medium,Senior Associate,Customer Support,2025-09-01T01:18:43
TCK-B72CBE34,new joiner needs Docker Desktop + standard Legal toolset installed,Service Request,Software Installation Request,P1-Critical,Team Lead,Data Science,2025-03-17T18:36:35
TCK-EB3D1B0F,New joiner needs Jira + standard Design toolset installed,Service Request,Software Installation Request,P4-Low,Associate,Data Science,2025-06-20T15:45:38
TCK-FEBB80E3,need Zoom installed on my laptop for Customer Support work,Service Request,Software Installation Request,P4-Low,Associate,Legal,2026-05-25T03:29:42
TCK-7845BBA6,"please install Salesforce, required for submit the deliverable on current project",Service Request,Software Installation Request,P3-Medium,Team Lead,Design,2025-08-28T12:17:38
TCK-CEC300D9,"Need an external monitor for wfh setup, approved by Chris",Service Request,New Hardware/Peripheral Request,P3-Medium,Associate,Data Science,2025-11-27T02:52:10
TCK-F1E0D16D,"Please install Postman, required for run a report on current project",Service Request,Software Installation Request,P3-Medium,Associate,QA,2025-10-19T07:36:28
TCK-4099BB1E,Requesting additional Jira seat for new Customer Support hire,Service Request,Software Installation Request,P4-Low,Senior Associate,Sales,2025-11-25T20:29:32
TCK-D8EF90A2,"VS Code freezes when i try to export data, need this fixed at the earliest",Incident,Application Crash or Error,P3-Medium,Senior Associate,Legal,2026-07-20T01:56:10
TCK-61872830,RFC for production release of Excel v13.0 this sprint,Change Request,Application Deployment/Release,P2-High,Senior Associate,DevOps,2025-11-16T05:07:25
TCK-360743F5,"please grant access to analytics dashboard repo, approved by Christopher",Service Request,Access/Permission Request,P3-Medium,Senior Manager,Legal,2026-06-29T19:16:00
TCK-387113F6,"Please install Git client, required for submit teh deliverable on current project",Service Request,Software Installation Request,P4-Low,Team Lead,Sales,2026-03-08T16:55:22
TCK-0EEFADDF,requesting additional Postman seat for new Customer Support hire,Service Request,Software License Request,P4-Low,Senior Manager,Engineering,2025-06-02T06:31:46
TCK-31CEE0ED,need enterprise license upgrade for MS Teams for 33 users,Service Request,Software License Request,P4-Low,Manager,Finance,2025-06-05T06:42:58
TCK-B164ED1B,need firewall rule opened for port 19 to build pipeline,Change Request,Firewall/Network Change,P1-Critical,Senior Associate,DevOps,2025-05-04T09:51:27
TCK-DF10F263,RFC for production release of Salesforce v30.0 this sprint,Change Request,Application Deployment/Release,P1-Critical,Associate,QA,2025-04-15T18:40:49
TCK-1BAFAF09,"Figma freezes when i try to submit the deliverable, need this fixed before EOD",Incident,Application Crash or Error,P2-High,Team Lead,Legal,2026-07-27T07:38:38
TCK-B4D1C54F,"please grant access to GitHub repo repo, approved by Amy",Service Request,Access/Permission Request,P4-Low,Associate,Data Science,2025-09-22T04:25:55
TCK-94468F37,Need read/write access to build pipeline for Procurement project,Service Request,Access/Permission Request,P3-Medium,Manager,QA,2025-05-07T11:40:04
TCK-BF652010,"Requesting a new laptop, current one is 43 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Team Lead,Procurement,2025-04-30T23:02:11
TCK-C3C5F6B5,"hi team, my VPN keeps disconnecting every 10 mins, can't start my shift",Incident,Network/VPN Connectivity Issue,P2-High,Senior Associate,Procurement,2026-05-11T05:23:26
TCK-10956FB0,need Slack installed on my laptop for Finance work,Service Request,Software Installation Request,P4-Low,Team Lead,DevOps,2025-03-20T08:18:30
TCK-9538ABEB,need firewall rule opened for port 5 to analytics dashboard,Change Request,Firewall/Network Change,P3-Medium,Senior Associate,HR,2026-04-07T17:50:24
TCK-C6DCB554,"please install Excel, required for run a report on current project",Service Request,Software Installation Request,P4-Low,Associate,Marketing,2025-11-17T04:57:08
TCK-916EC762,Need firewall rule opened for port 28 to client SFTP,Change Request,Firewall/Network Change,P3-Medium,Senior Associate,Marketing,2025-10-29T16:36:51
TCK-71A9F57A,new joiner needs PowerBI + standard Legal toolset installed,Service Request,Software Installation Request,P4-Low,Team Lead,Data Science,2026-08-22T20:55:47
TCK-DEACEE5C,requesting deployment window for Docker Desktop hotfix asap,Change Request,Application Deployment/Release,P2-High,Associate,QA,2026-09-02T16:35:10
TCK-6521F659,"requesting approval to add new column to analytics dashboard schema urgently, blocking a client deliverable",Change Request,Database Schema/Deployment Change,P2-High,Associate,HR,2026-07-01T03:14:43
TCK-27A9705C,"please install Tableau, required for submit the deliverable on current project",Service Request,Software Installation Request,P3-Medium,Team Lead,DevOps,2026-08-20T06:33:01
TCK-ED14EA4B,"hi, my VPN keeps disconnecting every 5 minutes, can't join the client call",Incident,Network/VPN Connectivity Issue,P2-High,Associate,Finance,2025-05-21T22:36:15
TCK-B8298F85,can someone set up Adobe Photoshop on my machine at the earliest,Service Request,Software Installation Request,P4-Low,Senior Associate,Customer Support,2025-11-29T06:33:18
TCK-8A79D73C,"Locked out of my account after 28 failed attempts, urgently, blocking a client deliverable",Incident,Login/Authentication Failure,P2-High,Senior Manager,Design,2025-11-24T18:01:35
TCK-8D527899,"vpn client shows error timeout-504 on Linux, blocking access to analytics dashboard",Incident,VPN Access Setup,P2-High,Senior Associate,HR,2025-04-07T06:28:30
TCK-D6F7B834,Need firewall rule opened for port 42 to analytics dashboard,Change Request,Firewall/Network Change,P2-High,VP,Marketing,2025-08-23T16:27:19
TCK-64B67FEC,Requesting Loretta be added as owner of QA DL,Service Request,Distribution List / Mailbox Request,P4-Low,Associate,Engineering,2026-01-06T23:26:04
TCK-B5CC0CDF,"my VPN keeps disconnecting every hour, can't export data",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Associate,Design,2026-04-10T22:10:07
TCK-690C3411,"laptop battery draining within 30 mins, needs replacement",Incident,Hardware Malfunction,P2-High,Director,Customer Support,2025-12-22T19:14:35
TCK-9FC8C4EB,"Need an external monitor for wfh setup, approved by Dustin",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Data Science,2026-04-21T02:11:29
TCK-EF666CFD,RFC for production release of VS Code v1.0 this sprint,Change Request,Application Deployment/Release,P2-High,Team Lead,HR,2025-10-05T08:30:46
TCK-0288E2D2,Need firewall rule opened for port 25 to shared drive,Change Request,Firewall/Network Change,P2-High,Manager,Finance,2025-10-25T17:26:59
TCK-3CAED08F,Need firewall rule opened for port 35 to prod database,Change Request,Firewall/Network Change,P3-Medium,Associate,HR,2025-03-30T13:12:03
TCK-37EA8F45,"vpn client shows error DNS_PROBE_FAILED on macOS, blocking access to billing system",Incident,Network/VPN Connectivity Issue,P2-High,Senior Manager,QA,2026-08-12T04:48:13
TCK-7A65E595,Need change approval for db version upgrade on CRM,Change Request,Database Schema/Deployment Change,P2-High,Team Lead,Sales,2025-11-09T23:16:25
TCK-C846CAEA,Can someone set up Jira on my machine asap,Service Request,Software Installation Request,P4-Low,Senior Associate,HR,2025-10-16T20:34:49
TCK-9F16D3CF,Need enterprise license upgrade for Slack for 46 users,Service Request,Software Installation Request,P4-Low,Senior Associate,Sales,2026-06-01T17:56:38
TCK-4A803591,Need read/write access to internal wiki for QA project,Service Request,Access/Permission Request,P4-Low,Associate,Design,2026-03-05T19:28:12
TCK-C1C4EF16,Figma is throwing an exception on startup since since the reboot,Incident,Application Crash or Error,P2-High,Senior Associate,Data Science,2025-09-29T13:54:50
TCK-518CBD8F,"Locked out of my account after 3 failed attempts, urgently, blocking a client deliverable",Incident,Login/Authentication Failure,P2-High,Senior Associate,Legal,2026-07-07T23:39:42
TCK-1F8F56C3,"laptop battery draining within 11 mins, needs replacement",Incident,Hardware Malfunction,P4-Low,Associate,QA,2025-06-19T16:44:25
TCK-CF05DE1E,Can someone set up Anaconda on my machine,Service Request,Software Installation Request,P4-Low,Senior Associate,Sales,2026-01-20T06:28:01
TCK-539E12B7,Need enterprise license upgrade for Excel for 34 users,Service Request,Software License Request,P4-Low,Associate,Legal,2025-11-16T09:24:37
TCK-EB900317,New joiner needs Outlook + standard Design toolset installed,Service Request,Software Installation Request,P4-Low,Senior Associate,Customer Support,2026-06-25T23:14:17
